Date,Dividends,Stock Splits,Ticker
1999-08-10 00:00:00-04:00,0.12,0.0,GS
1999-10-21 00:00:00-04:00,0.12,0.0,GS
2000-01-20 00:00:00-05:00,0.12,0.0,GS
2000-04-19 00:00:00-04:00,0.12,0.0,GS
2000-07-20 00:00:00-04:00,0.12,0.0,GS
2000-10-19 00:00:00-04:00,0.12,0.0,GS
2001-01-18 00:00:00-05:00,0.12,0.0,GS
2001-04-20 00:00:00-04:00,0.12,0.0,GS
2001-07-27 00:00:00-04:00,0.12,0.0,GS
2001-10-25 00:00:00-04:00,0.12,0.0,GS
2002-01-17 00:00:00-05:00,0.12,0.0,GS
2002-04-26 00:00:00-04:00,0.12,0.0,GS
2002-07-26 00:00:00-04:00,0.12,0.0,GS
2002-10-24 00:00:00-04:00,0.12,0.0,GS
2002-12-26 00:00:00-05:00,0.12,0.0,GS
2003-01-24 00:00:00-05:00,0.12,0.0,GS
2003-04-25 00:00:00-04:00,0.12,0.0,GS
2003-07-25 00:00:00-04:00,0.25,0.0,GS
2003-10-23 00:00:00-04:00,0.25,0.0,GS
2004-01-23 00:00:00-05:00,0.25,0.0,GS
2004-04-23 00:00:00-04:00,0.25,0.0,GS
2004-07-23 00:00:00-04:00,0.25,0.0,GS
2004-10-21 00:00:00-04:00,0.25,0.0,GS
2005-01-21 00:00:00-05:00,0.25,0.0,GS
2005-04-22 00:00:00-04:00,0.25,0.0,GS
2005-07-22 00:00:00-04:00,0.25,0.0,GS
2005-10-20 00:00:00-04:00,0.25,0.0,GS
2006-01-20 00:00:00-05:00,0.25,0.0,GS
2006-04-21 00:00:00-04:00,0.35,0.0,GS
2006-07-21 00:00:00-04:00,0.35,0.0,GS
2006-10-19 00:00:00-04:00,0.35,0.0,GS
2007-01-19 00:00:00-05:00,0.35,0.0,GS
2007-04-20 00:00:00-04:00,0.35,0.0,GS
2007-07-27 00:00:00-04:00,0.35,0.0,GS
2007-10-25 00:00:00-04:00,0.35,0.0,GS
2008-01-25 00:00:00-05:00,0.35,0.0,GS
2008-04-25 00:00:00-04:00,0.35,0.0,GS
2008-07-25 00:00:00-04:00,0.35,0.0,GS
2008-10-23 00:00:00-04:00,0.35,0.0,GS
2009-02-20 00:00:00-05:00,0.467,0.0,GS
2009-05-21 00:00:00-04:00,0.35,0.0,GS
2009-08-21 00:00:00-04:00,0.35,0.0,GS
2009-11-30 00:00:00-05:00,0.35,0.0,GS
2010-02-26 00:00:00-05:00,0.35,0.0,GS
2010-05-27 00:00:00-04:00,0.35,0.0,GS
2010-08-30 00:00:00-04:00,0.35,0.0,GS
2010-11-30 00:00:00-05:00,0.35,0.0,GS
2011-02-28 00:00:00-05:00,0.35,0.0,GS
2011-05-27 00:00:00-04:00,0.35,0.0,GS
2011-08-30 00:00:00-04:00,0.35,0.0,GS
2011-11-29 00:00:00-05:00,0.35,0.0,GS
2012-02-28 00:00:00-05:00,0.35,0.0,GS
2012-05-29 00:00:00-04:00,0.46,0.0,GS
2012-08-28 00:00:00-04:00,0.46,0.0,GS
2012-11-28 00:00:00-05:00,0.5,0.0,GS
2013-02-26 00:00:00-05:00,0.5,0.0,GS
2013-05-28 00:00:00-04:00,0.5,0.0,GS
2013-08-28 00:00:00-04:00,0.5,0.0,GS
2013-11-27 00:00:00-05:00,0.55,0.0,GS
2014-02-26 00:00:00-05:00,0.55,0.0,GS
2014-05-28 00:00:00-04:00,0.55,0.0,GS
2014-08-27 00:00:00-04:00,0.55,0.0,GS
2014-11-28 00:00:00-05:00,0.6,0.0,GS
2015-02-26 00:00:00-05:00,0.6,0.0,GS
2015-05-28 00:00:00-04:00,0.65,0.0,GS
2015-08-28 00:00:00-04:00,0.65,0.0,GS
2015-11-30 00:00:00-05:00,0.65,0.0,GS
2016-02-29 00:00:00-05:00,0.65,0.0,GS
2016-05-27 00:00:00-04:00,0.65,0.0,GS
2016-08-30 00:00:00-04:00,0.65,0.0,GS
2016-11-29 00:00:00-05:00,0.65,0.0,GS
2017-02-28 00:00:00-05:00,0.65,0.0,GS
2017-05-30 00:00:00-04:00,0.75,0.0,GS
2017-08-29 00:00:00-04:00,0.75,0.0,GS
2017-11-29 00:00:00-05:00,0.75,0.0,GS
2018-02-28 00:00:00-05:00,0.75,0.0,GS
2018-05-30 00:00:00-04:00,0.8,0.0,GS
2018-08-29 00:00:00-04:00,0.8,0.0,GS
2018-11-29 00:00:00-05:00,0.8,0.0,GS
2019-02-27 00:00:00-05:00,0.8,0.0,GS
2019-05-29 00:00:00-04:00,0.85,0.0,GS
2019-08-29 00:00:00-04:00,1.25,0.0,GS
2019-11-29 00:00:00-05:00,1.25,0.0,GS
2020-02-28 00:00:00-05:00,1.25,0.0,GS
2020-05-29 00:00:00-04:00,1.25,0.0,GS
2020-08-31 00:00:00-04:00,1.25,0.0,GS
2020-12-01 00:00:00-05:00,1.25,0.0,GS
2021-03-01 00:00:00-05:00,1.25,0.0,GS
2021-05-28 00:00:00-04:00,1.25,0.0,GS
2021-08-31 00:00:00-04:00,2.0,0.0,GS
2021-12-01 00:00:00-05:00,2.0,0.0,GS
2022-03-01 00:00:00-05:00,2.0,0.0,GS
2022-05-31 00:00:00-04:00,2.0,0.0,GS
2022-08-31 00:00:00-04:00,2.5,0.0,GS
2022-11-30 00:00:00-05:00,2.5,0.0,GS
2023-03-01 00:00:00-05:00,2.5,0.0,GS
2023-05-31 00:00:00-04:00,2.5,0.0,GS
2023-08-30 00:00:00-04:00,2.75,0.0,GS
2023-11-29 00:00:00-05:00,2.75,0.0,GS
2024-02-28 00:00:00-05:00,2.75,0.0,GS
1993-05-25 00:00:00-04:00,0.025,0.0,MS
1993-08-26 00:00:00-04:00,0.025,0.0,MS
1993-11-24 00:00:00-05:00,0.025,0.0,MS
1994-02-23 00:00:00-05:00,0.03125,0.0,MS
1994-05-25 00:00:00-04:00,0.03125,0.0,MS
1994-08-26 00:00:00-04:00,0.03125,0.0,MS
1994-11-25 00:00:00-05:00,0.03125,0.0,MS
1995-02-23 00:00:00-05:00,0.04,0.0,MS
1995-05-25 00:00:00-04:00,0.04,0.0,MS
1995-08-30 00:00:00-04:00,0.04,0.0,MS
1995-11-29 00:00:00-05:00,0.04,0.0,MS
1996-02-28 00:00:00-05:00,0.055,0.0,MS
1996-05-30 00:00:00-04:00,0.055,0.0,MS
1996-08-29 00:00:00-04:00,0.055,0.0,MS
1996-11-27 00:00:00-05:00,0.055,0.0,MS
1997-01-15 00:00:00-05:00,0.0,2.0,MS
1997-02-27 00:00:00-05:00,0.07,0.0,MS
1997-05-22 00:00:00-04:00,0.07,0.0,MS
1997-07-10 00:00:00-04:00,0.07,0.0,MS
1997-10-09 00:00:00-04:00,0.07,0.0,MS
1998-01-15 00:00:00-05:00,0.1,0.0,MS
1998-04-13 00:00:00-04:00,0.1,0.0,MS
1998-07-14 00:00:00-04:00,0.1,0.0,MS
1998-10-13 00:00:00-04:00,0.1,0.0,MS
1999-01-14 00:00:00-05:00,0.12,0.0,MS
1999-04-14 00:00:00-04:00,0.12,0.0,MS
1999-07-14 00:00:00-04:00,0.12,0.0,MS
1999-10-13 00:00:00-04:00,0.12,0.0,MS
2000-01-10 00:00:00-05:00,0.2,0.0,MS
2000-01-27 00:00:00-05:00,0.0,2.0,MS
2000-04-12 00:00:00-04:00,0.2,0.0,MS
2000-07-05 00:00:00-04:00,0.2,0.0,MS
2000-10-04 00:00:00-04:00,0.2,0.0,MS
2001-01-10 00:00:00-05:00,0.23,0.0,MS
2001-04-04 00:00:00-04:00,0.23,0.0,MS
2001-07-03 00:00:00-04:00,0.23,0.0,MS
2001-10-03 00:00:00-04:00,0.23,0.0,MS
2002-01-09 00:00:00-05:00,0.23,0.0,MS
2002-04-03 00:00:00-05:00,0.23,0.0,MS
2002-07-02 00:00:00-04:00,0.23,0.0,MS
2002-10-02 00:00:00-04:00,0.23,0.0,MS
2003-01-08 00:00:00-05:00,0.23,0.0,MS
2003-04-09 00:00:00-04:00,0.23,0.0,MS
2003-07-09 00:00:00-04:00,0.23,0.0,MS
2003-10-08 00:00:00-04:00,0.23,0.0,MS
2004-01-07 00:00:00-05:00,0.25,0.0,MS
2004-04-06 00:00:00-04:00,0.25,0.0,MS
2004-07-07 00:00:00-04:00,0.25,0.0,MS
2004-10-06 00:00:00-04:00,0.25,0.0,MS
2005-01-12 00:00:00-05:00,0.27,0.0,MS
2005-04-13 00:00:00-04:00,0.27,0.0,MS
2005-07-13 00:00:00-04:00,0.27,0.0,MS
2005-10-12 00:00:00-04:00,0.27,0.0,MS
2006-01-11 00:00:00-05:00,0.27,0.0,MS
2006-04-11 00:00:00-04:00,0.27,0.0,MS
2006-07-12 00:00:00-04:00,0.27,0.0,MS
2006-10-11 00:00:00-04:00,0.27,0.0,MS
2007-01-10 00:00:00-05:00,0.27,0.0,MS
2007-04-11 00:00:00-04:00,0.27,0.0,MS
2007-07-02 00:00:00-04:00,14.25,0.0,MS
2007-07-11 00:00:00-04:00,0.27,0.0,MS
2007-10-10 00:00:00-04:00,0.27,0.0,MS
2008-01-09 00:00:00-05:00,0.27,0.0,MS
2008-04-09 00:00:00-04:00,0.27,0.0,MS
2008-07-09 00:00:00-04:00,0.27,0.0,MS
2008-10-15 00:00:00-04:00,0.27,0.0,MS
2009-01-28 00:00:00-05:00,0.27,0.0,MS
2009-04-28 00:00:00-04:00,0.067,0.0,MS
2009-07-29 00:00:00-04:00,0.05,0.0,MS
2009-10-28 00:00:00-04:00,0.05,0.0,MS
2010-01-27 00:00:00-05:00,0.05,0.0,MS
2010-04-28 00:00:00-04:00,0.05,0.0,MS
2010-07-28 00:00:00-04:00,0.05,0.0,MS
2010-10-27 00:00:00-04:00,0.05,0.0,MS
2011-01-27 00:00:00-05:00,0.05,0.0,MS
2011-04-27 00:00:00-04:00,0.05,0.0,MS
2011-07-27 00:00:00-04:00,0.05,0.0,MS
2011-10-27 00:00:00-04:00,0.05,0.0,MS
2012-01-27 00:00:00-05:00,0.05,0.0,MS
2012-04-26 00:00:00-04:00,0.05,0.0,MS
2012-07-27 00:00:00-04:00,0.05,0.0,MS
2012-10-31 00:00:00-04:00,0.05,0.0,MS
2013-02-01 00:00:00-05:00,0.05,0.0,MS
2013-04-26 00:00:00-04:00,0.05,0.0,MS
2013-07-29 00:00:00-04:00,0.05,0.0,MS
2013-10-29 00:00:00-04:00,0.05,0.0,MS
2014-01-29 00:00:00-05:00,0.05,0.0,MS
2014-04-28 00:00:00-04:00,0.1,0.0,MS
2014-07-29 00:00:00-04:00,0.1,0.0,MS
2014-10-29 00:00:00-04:00,0.1,0.0,MS
2015-01-28 00:00:00-05:00,0.1,0.0,MS
2015-04-28 00:00:00-04:00,0.15,0.0,MS
2015-07-29 00:00:00-04:00,0.15,0.0,MS
2015-10-28 00:00:00-04:00,0.15,0.0,MS
2016-01-27 00:00:00-05:00,0.15,0.0,MS
2016-04-27 00:00:00-04:00,0.15,0.0,MS
2016-07-27 00:00:00-04:00,0.2,0.0,MS
2016-10-27 00:00:00-04:00,0.2,0.0,MS
2017-01-27 00:00:00-05:00,0.2,0.0,MS
2017-04-27 00:00:00-04:00,0.2,0.0,MS
2017-07-27 00:00:00-04:00,0.25,0.0,MS
2017-10-30 00:00:00-04:00,0.25,0.0,MS
2018-01-30 00:00:00-05:00,0.25,0.0,MS
2018-04-27 00:00:00-04:00,0.25,0.0,MS
2018-07-30 00:00:00-04:00,0.3,0.0,MS
2018-10-30 00:00:00-04:00,0.3,0.0,MS
2019-01-30 00:00:00-05:00,0.3,0.0,MS
2019-04-29 00:00:00-04:00,0.3,0.0,MS
2019-07-30 00:00:00-04:00,0.35,0.0,MS
2019-10-30 00:00:00-04:00,0.35,0.0,MS
2020-01-30 00:00:00-05:00,0.35,0.0,MS
2020-04-29 00:00:00-04:00,0.35,0.0,MS
2020-07-30 00:00:00-04:00,0.35,0.0,MS
2020-10-29 00:00:00-04:00,0.35,0.0,MS
2021-01-28 00:00:00-05:00,0.35,0.0,MS
2021-04-29 00:00:00-04:00,0.35,0.0,MS
2021-07-29 00:00:00-04:00,0.7,0.0,MS
2021-10-28 00:00:00-04:00,0.7,0.0,MS
2022-01-28 00:00:00-05:00,0.7,0.0,MS
2022-04-28 00:00:00-04:00,0.7,0.0,MS
2022-07-28 00:00:00-04:00,0.775,0.0,MS
2022-10-28 00:00:00-04:00,0.775,0.0,MS
2023-01-30 00:00:00-05:00,0.775,0.0,MS
2023-04-28 00:00:00-04:00,0.775,0.0,MS
2023-07-28 00:00:00-04:00,0.85,0.0,MS
2023-10-30 00:00:00-04:00,0.85,0.0,MS
2024-01-30 00:00:00-05:00,0.85,0.0,MS
1982-04-16 00:00:00-05:00,0.0,1.5,JPM
1984-03-09 00:00:00-05:00,0.196667,0.0,JPM
1984-04-16 00:00:00-05:00,0.0,1.5,JPM
1984-06-11 00:00:00-04:00,0.196667,0.0,JPM
1984-09-10 00:00:00-04:00,0.196667,0.0,JPM
1984-12-10 00:00:00-05:00,0.196667,0.0,JPM
1985-03-11 00:00:00-05:00,0.206667,0.0,JPM
1985-06-10 00:00:00-04:00,0.206667,0.0,JPM
1985-09-09 00:00:00-04:00,0.206667,0.0,JPM
1985-12-09 00:00:00-05:00,0.206667,0.0,JPM
1986-03-10 00:00:00-05:00,0.216667,0.0,JPM
1986-06-09 00:00:00-04:00,0.216667,0.0,JPM
1986-09-09 00:00:00-04:00,0.216667,0.0,JPM
1986-12-09 00:00:00-05:00,0.216667,0.0,JPM
1987-03-09 00:00:00-05:00,0.226667,0.0,JPM
1987-06-09 00:00:00-04:00,0.226667,0.0,JPM
1987-09-09 00:00:00-04:00,0.226667,0.0,JPM
1987-12-09 00:00:00-05:00,0.226667,0.0,JPM
1988-03-09 00:00:00-05:00,0.226667,0.0,JPM
1988-06-09 00:00:00-04:00,0.226667,0.0,JPM
1988-09-09 00:00:00-04:00,0.226667,0.0,JPM
1988-12-09 00:00:00-05:00,0.226667,0.0,JPM
1989-03-09 00:00:00-05:00,0.226667,0.0,JPM
1989-06-09 00:00:00-04:00,0.226667,0.0,JPM
1989-09-11 00:00:00-04:00,0.226667,0.0,JPM
1989-12-11 00:00:00-05:00,0.226667,0.0,JPM
1990-03-09 00:00:00-05:00,0.226667,0.0,JPM
1990-06-11 00:00:00-04:00,0.226667,0.0,JPM
1990-09-10 00:00:00-04:00,0.226667,0.0,JPM
1990-12-10 00:00:00-05:00,0.083333,0.0,JPM
1991-03-11 00:00:00-05:00,0.083333,0.0,JPM
1991-06-10 00:00:00-04:00,0.083333,0.0,JPM
1991-09-09 00:00:00-04:00,0.083333,0.0,JPM
1991-12-09 00:00:00-05:00,0.083333,0.0,JPM
1991-12-23 00:00:00-05:00,0.016333,0.0,JPM
1992-03-31 00:00:00-05:00,0.1,0.0,JPM
1992-06-29 00:00:00-04:00,0.1,0.0,JPM
1992-09-30 00:00:00-04:00,0.1,0.0,JPM
1992-12-30 00:00:00-05:00,0.1,0.0,JPM
1993-03-31 00:00:00-05:00,0.11,0.0,JPM
1993-06-29 00:00:00-04:00,0.11,0.0,JPM
1993-09-30 00:00:00-04:00,0.11,0.0,JPM
1993-12-31 00:00:00-05:00,0.126667,0.0,JPM
1994-03-30 00:00:00-05:00,0.126667,0.0,JPM
1994-06-29 00:00:00-04:00,0.126667,0.0,JPM
1994-09-30 00:00:00-04:00,0.146667,0.0,JPM
1994-12-30 00:00:00-05:00,0.146667,0.0,JPM
1995-03-31 00:00:00-05:00,0.146667,0.0,JPM
