Date,Dividends,Stock Splits,Ticker
1995-07-03 00:00:00-04:00,0.166667,0.0,JPM
1995-10-04 00:00:00-04:00,0.166667,0.0,JPM
1996-01-03 00:00:00-05:00,0.166667,0.0,JPM
1996-04-02 00:00:00-05:00,0.062333,0.0,JPM
1996-07-02 00:00:00-04:00,0.186667,0.0,JPM
1996-10-02 00:00:00-04:00,0.186667,0.0,JPM
1997-01-02 00:00:00-05:00,0.186667,0.0,JPM
1997-04-02 00:00:00-05:00,0.206667,0.0,JPM
1997-07-01 00:00:00-04:00,0.206667,0.0,JPM
1997-10-02 00:00:00-04:00,0.206667,0.0,JPM
1998-01-02 00:00:00-05:00,0.206667,0.0,JPM
1998-04-02 00:00:00-05:00,0.24,0.0,JPM
1998-06-15 00:00:00-04:00,0.0,2.0,JPM
1998-07-01 00:00:00-04:00,0.24,0.0,JPM
1998-10-02 00:00:00-04:00,0.24,0.0,JPM
1999-01-04 00:00:00-05:00,0.24,0.0,JPM
1999-04-01 00:00:00-05:00,0.273333,0.0,JPM
1999-07-01 00:00:00-04:00,0.273333,0.0,JPM
1999-10-04 00:00:00-04:00,0.273333,0.0,JPM
2000-01-04 00:00:00-05:00,0.273333,0.0,JPM
2000-04-04 00:00:00-04:00,0.32,0.0,JPM
2000-06-12 00:00:00-04:00,0.0,1.5,JPM
2000-07-03 00:00:00-04:00,0.32,0.0,JPM
2000-10-04 00:00:00-04:00,0.32,0.0,JPM
2001-01-03 00:00:00-05:00,0.32,0.0,JPM
2001-04-04 00:00:00-04:00,0.34,0.0,JPM
2001-07-03 00:00:00-04:00,0.34,0.0,JPM
2001-10-03 00:00:00-04:00,0.34,0.0,JPM
2002-01-02 00:00:00-05:00,0.34,0.0,JPM
2002-04-03 00:00:00-05:00,0.34,0.0,JPM
2002-07-02 00:00:00-04:00,0.34,0.0,JPM
2002-10-02 00:00:00-04:00,0.34,0.0,JPM
2003-01-02 00:00:00-05:00,0.34,0.0,JPM
2003-04-02 00:00:00-05:00,0.34,0.0,JPM
2003-07-01 00:00:00-04:00,0.34,0.0,JPM
2003-10-02 00:00:00-04:00,0.34,0.0,JPM
2004-01-02 00:00:00-05:00,0.34,0.0,JPM
2004-04-02 00:00:00-05:00,0.34,0.0,JPM
2004-07-01 00:00:00-04:00,0.34,0.0,JPM
2004-10-04 00:00:00-04:00,0.34,0.0,JPM
2005-01-04 00:00:00-05:00,0.34,0.0,JPM
2005-04-04 00:00:00-04:00,0.34,0.0,JPM
2005-07-01 00:00:00-04:00,0.34,0.0,JPM
2005-10-04 00:00:00-04:00,0.34,0.0,JPM
2006-01-04 00:00:00-05:00,0.34,0.0,JPM
2006-04-04 00:00:00-04:00,0.34,0.0,JPM
2006-07-03 00:00:00-04:00,0.34,0.0,JPM
2006-10-04 00:00:00-04:00,0.34,0.0,JPM
2007-01-03 00:00:00-05:00,0.34,0.0,JPM
2007-04-03 00:00:00-04:00,0.34,0.0,JPM
2007-07-03 00:00:00-04:00,0.38,0.0,JPM
2007-10-03 00:00:00-04:00,0.38,0.0,JPM
2008-01-02 00:00:00-05:00,0.38,0.0,JPM
2008-04-02 00:00:00-04:00,0.38,0.0,JPM
2008-07-01 00:00:00-04:00,0.38,0.0,JPM
2008-10-02 00:00:00-04:00,0.38,0.0,JPM
2009-01-02 00:00:00-05:00,0.38,0.0,JPM
2009-04-02 00:00:00-04:00,0.05,0.0,JPM
2009-07-01 00:00:00-04:00,0.05,0.0,JPM
2009-10-02 00:00:00-04:00,0.05,0.0,JPM
2010-01-04 00:00:00-05:00,0.05,0.0,JPM
2010-04-01 00:00:00-04:00,0.05,0.0,JPM
2010-07-01 00:00:00-04:00,0.05,0.0,JPM
2010-10-04 00:00:00-04:00,0.05,0.0,JPM
2011-01-04 00:00:00-05:00,0.05,0.0,JPM
2011-04-04 00:00:00-04:00,0.25,0.0,JPM
2011-07-01 00:00:00-04:00,0.25,0.0,JPM
2011-10-04 00:00:00-04:00,0.25,0.0,JPM
2012-01-04 00:00:00-05:00,0.25,0.0,JPM
2012-04-03 00:00:00-04:00,0.3,0.0,JPM
2012-07-03 00:00:00-04:00,0.3,0.0,JPM
2012-10-03 00:00:00-04:00,0.3,0.0,JPM
2013-01-02 00:00:00-05:00,0.3,0.0,JPM
2013-04-03 00:00:00-04:00,0.3,0.0,JPM
2013-07-02 00:00:00-04:00,0.38,0.0,JPM
2013-10-02 00:00:00-04:00,0.38,0.0,JPM
2014-01-02 00:00:00-05:00,0.38,0.0,JPM
2014-04-02 00:00:00-04:00,0.38,0.0,JPM
2014-07-01 00:00:00-04:00,0.4,0.0,JPM
2014-10-02 00:00:00-04:00,0.4,0.0,JPM
2015-01-02 00:00:00-05:00,0.4,0.0,JPM
2015-04-01 00:00:00-04:00,0.4,0.0,JPM
2015-07-01 00:00:00-04:00,0.44,0.0,JPM
2015-10-02 00:00:00-04:00,0.44,0.0,JPM
2016-01-04 00:00:00-05:00,0.44,0.0,JPM
2016-04-04 00:00:00-04:00,0.44,0.0,JPM
2016-07-01 00:00:00-04:00,0.48,0.0,JPM
2016-10-04 00:00:00-04:00,0.48,0.0,JPM
2017-01-04 00:00:00-05:00,0.48,0.0,JPM
2017-04-04 00:00:00-04:00,0.5,0.0,JPM
2017-07-03 00:00:00-04:00,0.5,0.0,JPM
2017-10-05 00:00:00-04:00,0.56,0.0,JPM
2018-01-04 00:00:00-05:00,0.56,0.0,JPM
2018-04-05 00:00:00-04:00,0.56,0.0,JPM
2018-07-05 00:00:00-04:00,0.56,0.0,JPM
2018-10-04 00:00:00-04:00,0.8,0.0,JPM
2019-01-03 00:00:00-05:00,0.8,0.0,JPM
2019-04-04 00:00:00-04:00,0.8,0.0,JPM
2019-07-03 00:00:00-04:00,0.8,0.0,JPM
2019-10-03 00:00:00-04:00,0.9,0.0,JPM
2020-01-03 00:00:00-05:00,0.9,0.0,JPM
2020-04-03 00:00:00-04:00,0.9,0.0,JPM
2020-07-02 00:00:00-04:00,0.9,0.0,JPM
2020-10-05 00:00:00-04:00,0.9,0.0,JPM
2021-01-05 00:00:00-05:00,0.9,0.0,JPM
2021-04-05 00:00:00-04:00,0.9,0.0,JPM
2021-07-02 00:00:00-04:00,0.9,0.0,JPM
2021-10-05 00:00:00-04:00,1.0,0.0,JPM
2022-01-05 00:00:00-05:00,1.0,0.0,JPM
2022-04-05 00:00:00-04:00,1.0,0.0,JPM
2022-07-05 00:00:00-04:00,1.0,0.0,JPM
2022-10-05 00:00:00-04:00,1.0,0.0,JPM
2023-01-05 00:00:00-05:00,1.0,0.0,JPM
2023-04-05 00:00:00-04:00,1.0,0.0,JPM
2023-07-05 00:00:00-04:00,1.0,0.0,JPM
2023-10-05 00:00:00-04:00,1.05,0.0,JPM
2024-01-04 00:00:00-05:00,1.05,0.0,JPM
1986-06-02 00:00:00-04:00,0.0475,0.0,BAC
1986-08-29 00:00:00-04:00,0.0475,0.0,BAC
1986-11-21 00:00:00-05:00,0.0,2.0,BAC
1986-12-01 00:00:00-05:00,0.0525,0.0,BAC
1987-03-02 00:00:00-05:00,0.0525,0.0,BAC
1987-06-01 00:00:00-04:00,0.0525,0.0,BAC
1987-08-31 00:00:00-04:00,0.0525,0.0,BAC
1987-11-30 00:00:00-05:00,0.0575,0.0,BAC
1988-02-29 00:00:00-05:00,0.0575,0.0,BAC
1988-05-27 00:00:00-04:00,0.0575,0.0,BAC
1988-08-29 00:00:00-04:00,0.0575,0.0,BAC
1988-11-28 00:00:00-05:00,0.0625,0.0,BAC
1989-02-27 00:00:00-05:00,0.0625,0.0,BAC
1989-05-26 00:00:00-04:00,0.0625,0.0,BAC
1989-08-28 00:00:00-04:00,0.075,0.0,BAC
1989-11-27 00:00:00-05:00,0.075,0.0,BAC
1990-02-26 00:00:00-05:00,0.0875,0.0,BAC
1990-05-25 00:00:00-04:00,0.0875,0.0,BAC
1990-08-31 00:00:00-04:00,0.0875,0.0,BAC
1990-12-03 00:00:00-05:00,0.0925,0.0,BAC
1991-03-04 00:00:00-05:00,0.0925,0.0,BAC
1991-06-03 00:00:00-04:00,0.0925,0.0,BAC
1991-08-30 00:00:00-04:00,0.0925,0.0,BAC
1991-12-02 00:00:00-05:00,0.0925,0.0,BAC
1992-03-02 00:00:00-05:00,0.0925,0.0,BAC
1992-06-01 00:00:00-04:00,0.0925,0.0,BAC
1992-08-31 00:00:00-04:00,0.0925,0.0,BAC
1992-11-30 00:00:00-05:00,0.1,0.0,BAC
1993-03-01 00:00:00-05:00,0.1,0.0,BAC
1993-05-28 00:00:00-04:00,0.1,0.0,BAC
1993-08-30 00:00:00-04:00,0.105,0.0,BAC
1993-11-29 00:00:00-05:00,0.105,0.0,BAC
1994-02-28 00:00:00-05:00,0.115,0.0,BAC
1994-05-27 00:00:00-04:00,0.115,0.0,BAC
1994-08-29 00:00:00-04:00,0.115,0.0,BAC
1994-11-28 00:00:00-05:00,0.125,0.0,BAC
1995-02-27 00:00:00-05:00,0.125,0.0,BAC
1995-05-26 00:00:00-04:00,0.125,0.0,BAC
1995-08-30 00:00:00-04:00,0.125,0.0,BAC
1995-11-29 00:00:00-05:00,0.145,0.0,BAC
1996-02-28 00:00:00-05:00,0.145,0.0,BAC
1996-06-05 00:00:00-04:00,0.145,0.0,BAC
1996-09-04 00:00:00-04:00,0.145,0.0,BAC
1996-12-04 00:00:00-05:00,0.165,0.0,BAC
1997-02-28 00:00:00-05:00,0.0,2.0,BAC
1997-03-05 00:00:00-05:00,0.165,0.0,BAC
1997-06-04 00:00:00-04:00,0.165,0.0,BAC
1997-09-03 00:00:00-04:00,0.165,0.0,BAC
1997-12-03 00:00:00-05:00,0.19,0.0,BAC
1998-03-04 00:00:00-05:00,0.19,0.0,BAC
1998-06-03 00:00:00-04:00,0.19,0.0,BAC
1998-09-02 00:00:00-04:00,0.19,0.0,BAC
1998-12-02 00:00:00-05:00,0.225,0.0,BAC
1999-03-03 00:00:00-05:00,0.225,0.0,BAC
1999-06-02 00:00:00-04:00,0.225,0.0,BAC
1999-09-01 00:00:00-04:00,0.225,0.0,BAC
1999-12-01 00:00:00-05:00,0.25,0.0,BAC
2000-03-01 00:00:00-05:00,0.25,0.0,BAC
2000-05-31 00:00:00-04:00,0.25,0.0,BAC
2000-08-30 00:00:00-04:00,0.25,0.0,BAC
2000-11-29 00:00:00-05:00,0.28,0.0,BAC
2001-02-28 00:00:00-05:00,0.28,0.0,BAC
2001-05-30 00:00:00-04:00,0.28,0.0,BAC
2001-09-05 00:00:00-04:00,0.28,0.0,BAC
2001-12-05 00:00:00-05:00,0.3,0.0,BAC
2002-02-27 00:00:00-05:00,0.3,0.0,BAC
2002-06-05 00:00:00-04:00,0.3,0.0,BAC
2002-09-04 00:00:00-04:00,0.3,0.0,BAC
2002-12-04 00:00:00-05:00,0.32,0.0,BAC
2003-03-05 00:00:00-05:00,0.32,0.0,BAC
2003-06-04 00:00:00-04:00,0.32,0.0,BAC
2003-09-03 00:00:00-04:00,0.4,0.0,BAC
2003-12-03 00:00:00-05:00,0.4,0.0,BAC
2004-03-03 00:00:00-05:00,0.4,0.0,BAC
2004-06-02 00:00:00-04:00,0.4,0.0,BAC
2004-08-30 00:00:00-04:00,0.0,2.0,BAC
2004-09-01 00:00:00-04:00,0.45,0.0,BAC
2004-12-01 00:00:00-05:00,0.45,0.0,BAC
2005-03-02 00:00:00-05:00,0.45,0.0,BAC
2005-06-01 00:00:00-04:00,0.45,0.0,BAC
2005-08-31 00:00:00-04:00,0.5,0.0,BAC
2005-11-30 00:00:00-05:00,0.5,0.0,BAC
2006-03-01 00:00:00-05:00,0.5,0.0,BAC
2006-05-31 00:00:00-04:00,0.5,0.0,BAC
2006-08-30 00:00:00-04:00,0.56,0.0,BAC
2006-11-29 00:00:00-05:00,0.56,0.0,BAC
2007-02-28 00:00:00-05:00,0.56,0.0,BAC
2007-05-30 00:00:00-04:00,0.56,0.0,BAC
2007-09-05 00:00:00-04:00,0.64,0.0,BAC
2007-12-05 00:00:00-05:00,0.64,0.0,BAC
2008-03-05 00:00:00-05:00,0.64,0.0,BAC
2008-06-04 00:00:00-04:00,0.64,0.0,BAC
2008-09-03 00:00:00-04:00,0.64,0.0,BAC
2008-12-03 00:00:00-05:00,0.32,0.0,BAC
2009-03-04 00:00:00-05:00,0.01,0.0,BAC
2009-06-03 00:00:00-04:00,0.01,0.0,BAC
2009-09-02 00:00:00-04:00,0.01,0.0,BAC
2009-12-02 00:00:00-05:00,0.01,0.0,BAC
2010-03-03 00:00:00-05:00,0.01,0.0,BAC
2010-06-02 00:00:00-04:00,0.01,0.0,BAC
2010-09-01 00:00:00-04:00,0.01,0.0,BAC
2010-12-01 00:00:00-05:00,0.01,0.0,BAC
2011-03-02 00:00:00-05:00,0.01,0.0,BAC
2011-06-01 00:00:00-04:00,0.01,0.0,BAC
2011-08-31 00:00:00-04:00,0.01,0.0,BAC
2011-11-30 00:00:00-05:00,0.01,0.0,BAC
2012-02-29 00:00:00-05:00,0.01,0.0,BAC
2012-05-30 00:00:00-04:00,0.01,0.0,BAC
2012-09-05 00:00:00-04:00,0.01,0.0,BAC
2012-12-05 00:00:00-05:00,0.01,0.0,BAC
2013-02-27 00:00:00-05:00,0.01,0.0,BAC
2013-06-05 00:00:00-04:00,0.01,0.0,BAC
2013-09-04 00:00:00-04:00,0.01,0.0,BAC
2013-12-04 00:00:00-05:00,0.01,0.0,BAC
2014-03-05 00:00:00-05:00,0.01,0.0,BAC
2014-06-20 00:00:00-04:00,0.01,0.0,BAC
2014-09-03 00:00:00-04:00,0.05,0.0,BAC
2014-12-03 00:00:00-05:00,0.05,0.0,BAC
2015-03-04 00:00:00-05:00,0.05,0.0,BAC
2015-06-03 00:00:00-04:00,0.05,0.0,BAC
2015-09-02 00:00:00-04:00,0.05,0.0,BAC
2015-12-02 00:00:00-05:00,0.05,0.0,BAC
2016-03-02 00:00:00-05:00,0.05,0.0,BAC
2016-06-01 00:00:00-04:00,0.05,0.0,BAC
2016-08-31 00:00:00-04:00,0.075,0.0,BAC
2016-11-30 00:00:00-05:00,0.075,0.0,BAC
2017-03-01 00:00:00-05:00,0.075,0.0,BAC
2017-05-31 00:00:00-04:00,0.075,0.0,BAC
2017-08-30 00:00:00-04:00,0.12,0.0,BAC
2017-11-30 00:00:00-05:00,0.12,0.0,BAC
2018-03-01 00:00:00-05:00,0.12,0.0,BAC
2018-05-31 00:00:00-04:00,0.12,0.0,BAC
2018-09-06 00:00:00-04:00,0.15,0.0,BAC
2018-12-06 00:00:00-05:00,0.15,0.0,BAC
2019-02-28 00:00:00-05:00,0.15,0.0,BAC
2019-06-06 00:00:00-04:00,0.15,0.0,BAC
2019-09-05 00:00:00-04:00,0.18,0.0,BAC
2019-12-05 00:00:00-05:00,0.18,0.0,BAC
2020-03-05 00:00:00-05:00,0.18,0.0,BAC
2020-06-04 00:00:00-04:00,0.18,0.0,BAC
2020-09-03 00:00:00-04:00,0.18,0.0,BAC
2020-12-03 00:00:00-05:00,0.18,0.0,BAC
2021-03-04 00:00:00-05:00,0.18,0.0,BAC
2021-06-03 00:00:00-04:00,0.18,0.0,BAC
2021-09-02 00:00:00-04:00,0.21,0.0,BAC
2021-12-02 00:00:00-05:00,0.21,0.0,BAC
2022-03-03 00:00:00-05:00,0.21,0.0,BAC
2022-06-02 00:00:00-04:00,0.21,0.0,BAC
2022-09-01 00:00:00-04:00,0.22,0.0,BAC
2022-12-01 00:00:00-05:00,0.22,0.0,BAC
2023-03-02 00:00:00-05:00,0.22,0.0,BAC
2023-06-01 00:00:00-04:00,0.22,0.0,BAC
2023-08-31 00:00:00-04:00,0.24,0.0,BAC
2023-11-30 00:00:00-05:00,0.24,0.0,BAC
2024-02-29 00:00:00-05:00,0.24,0.0,BAC
